student_name,"skills",years_of_experience,cgpa,projects,label
Rohan Patel,"PCB Design, C Programming, MATLAB",1.1,5.24,Signal Analyzer,0
Rohan Yadav,"IoT, Signal Processing, MATLAB",0.3,5.14,FPGA Based Design,0
Aarav Kumar,"C Programming, PCB Design, Verilog",1.2,6.02,Signal Analyzer,0
Kiran Gupta,"MATLAB, VLSI Design, Verilog",1,6.75,Wireless Communication Model,0
Kiran Gupta,"Verilog, IoT, PCB Design",1,5.87,Smart Home Automation,0
Krishna Verma,"Signal Processing, VLSI Design, IoT",1.7,6.23,Wireless Communication Model,0
Rohan Singh,"C Programming, VLSI Design, MATLAB",1.8,5.63,AI Based Fault Detection,0
Aditya Kumar,"VLSI Design, Signal Processing, IoT",1.3,7.32,Robotics Arm,0
Aditya Sharma,"Signal Processing, PCB Design, VLSI Design",1.8,6.44,FPGA Based Design,0
Vikram Sharma,"VLSI Design, Signal Processing, Verilog",0.6,7.29,Signal Analyzer,0
Aditya Iyer,"PCB Design, Signal Processing, VLSI Design",0.2,6.29,Image Processing System,0
Aarav Iyer,"MATLAB, IoT, VLSI Design",0.4,7.33,Robotics Arm,0
Krishna Singh,"PCB Design, Verilog, VLSI Design",1.8,5.89,FPGA Based Design,0
Arjun Iyer,"Signal Processing, IoT, PCB Design",0.7,5.14,Wireless Communication Model,0
Aditya Gupta,"Verilog, VLSI Design, MATLAB",1.6,6.98,Image Processing System,0
Rahul Kumar,"Signal Processing, VLSI Design, C Programming",0.1,6.48,Signal Analyzer,0
Kiran Singh,"MATLAB, C Programming, VLSI Design",0.9,6.12,Signal Analyzer,0
Vihaan Yadav,"PCB Design, VLSI Design, Signal Processing",0.2,6.73,Robotics Arm,0
Vikram Iyer,"Verilog, Signal Processing, IoT",1.7,5.82,AI Based Fault Detection,0
Vihaan Verma,"MATLAB, VLSI Design, C Programming",2,6.57,AI Based Fault Detection,0
Vikram Sharma,"Signal Processing, IoT, MATLAB",1.1,5.05,Image Processing System,0
Aarav Singh,"MATLAB, VLSI Design, PCB Design",0.4,5.45,Wireless Communication Model,0
Sai Singh,"Verilog, IoT, VLSI Design",0.7,6.64,Smart Home Automation,0
Sai Reddy,"Signal Processing, PCB Design, C Programming",1.3,5.5,Wireless Communication Model,0
Rahul Singh,"Signal Processing, PCB Design, C Programming",1.6,5.75,IoT Weather Station,0
Sai Reddy,"IoT, PCB Design, Verilog",1.7,5.5,Wireless Communication Model,0
Kiran Patel,"C Programming, IoT, PCB Design",0.6,7.18,IoT Weather Station,0
Aditya Naidu,"Verilog, C Programming, Signal Processing",0.5,7.05,Wireless Communication Model,0
Vihaan Yadav,"C Programming, MATLAB, Verilog",0.9,5.21,IoT Weather Station,0
Aditya Naidu,"Verilog, Signal Processing, PCB Design",1.5,5.49,Signal Analyzer,1
Rohan Iyer,"VLSI Design, PCB Design, Verilog",0.5,5.47,FPGA Based Design,0
Vikram Patel,"MATLAB, IoT, Verilog",0.8,5.5,Smart Home Automation,0
Rohan Patel,"Verilog, VLSI Design, Signal Processing",0.7,7.2,Signal Analyzer,0
Aarav Gupta,"Verilog, Signal Processing, C Programming",0.9,7.34,Signal Analyzer,0
Rahul Verma,"C Programming, Verilog, Signal Processing",1.2,6.41,Robotics Arm,0
Arjun Kumar,"IoT, VLSI Design, Verilog",0.2,5.24,Signal Analyzer,0
Aditya Verma,"MATLAB, PCB Design, Verilog",0.8,6.59,IoT Weather Station,0
Kiran Verma,"Verilog, C Programming, IoT",1.1,6.72,Wireless Communication Model,0
Aarav Yadav,"C Programming, PCB Design, Verilog",0.7,5.26,Image Processing System,0
Sai Sharma,"IoT, PCB Design, C Programming",2,7.09,Smart Home Automation,1
Rohan Gupta,"VLSI Design, MATLAB, Signal Processing",1,5.23,AI Based Fault Detection,0
Vikram Sharma,"Signal Processing, VLSI Design, IoT",1.8,7.26,Signal Analyzer,0
Kiran Sharma,"Verilog, PCB Design, C Programming",1.3,6.72,AI Based Fault Detection,0
Sai Gupta,"Signal Processing, C Programming, PCB Design",1.6,5.41,Smart Home Automation,0
Arjun Naidu,"MATLAB, PCB Design, Signal Processing",1.8,6.63,Signal Analyzer,0
Rahul Kumar,"IoT, Signal Processing, MATLAB",1.2,5.37,AI Based Fault Detection,0
Rahul Singh,"PCB Design, Signal Processing, C Programming",0.2,7.25,Image Processing System,0
Sai Gupta,"MATLAB, Verilog, PCB Design",1.8,7.26,FPGA Based Design,0
Vikram Singh,"Signal Processing, Verilog, PCB Design",1.3,5.66,Wireless Communication Model,0
Krishna Patel,"C Programming, Signal Processing, MATLAB",0.7,6.73,Signal Analyzer,0
Kiran Verma,"Verilog, MATLAB, Signal Processing",0.2,5.49,IoT Weather Station,0
Aarav Reddy,"VLSI Design, IoT, PCB Design",0.8,5.37,Smart Home Automation,0
Kiran Reddy,"IoT, Signal Processing, Verilog",0.9,6.04,IoT Weather Station,0
Arjun Reddy,"C Programming, VLSI Design, MATLAB",1.2,5.81,Robotics Arm,0
Aarav Singh,"Signal Processing, PCB Design, VLSI Design",0.5,6.28,Wireless Communication Model,0
Vikram Iyer,"VLSI Design, IoT, Signal Processing",1.1,5.44,IoT Weather Station,0
Vihaan Iyer,"C Programming, VLSI Design, Verilog",1.8,6.84,Smart Home Automation,0
Aditya Yadav,"IoT, Signal Processing, MATLAB",1.3,6.18,IoT Weather Station,0
Krishna Sharma,"Verilog, Signal Processing, VLSI Design",1.9,7.03,FPGA Based Design,0
Vihaan Reddy,"Signal Processing, PCB Design, Verilog",1.7,6.64,Signal Analyzer,0
Sai Gupta,"VLSI Design, MATLAB, Signal Processing",1.3,6.38,Robotics Arm,0
Kiran Singh,"IoT, Verilog, MATLAB",1.2,5.89,Robotics Arm,0
Arjun Verma,"VLSI Design, PCB Design, MATLAB",0.7,5.24,Smart Home Automation,0
Kiran Singh,"Signal Processing, VLSI Design, MATLAB",1.9,5.98,AI Based Fault Detection,0
Vihaan Singh,"VLSI Design, IoT, Signal Processing",1.2,5.66,Wireless Communication Model,0
Krishna Reddy,"C Programming, MATLAB, VLSI Design",1.1,5.53,FPGA Based Design,0
Rohan Iyer,"VLSI Design, IoT, C Programming",0.4,6.83,Image Processing System,0
Aarav Sharma,"Signal Processing, VLSI Design, C Programming",0.3,5.14,AI Based Fault Detection,0
Aditya Naidu,"VLSI Design, IoT, Signal Processing",1.8,5.13,IoT Weather Station,0
Kiran Yadav,"Signal Processing, MATLAB, C Programming",0.6,5.94,Wireless Communication Model,0
Rahul Iyer,"IoT, C Programming, Verilog",0.9,7.23,Image Processing System,0
Sai Reddy,"PCB Design, VLSI Design, MATLAB",0.2,5.62,AI Based Fault Detection,0
Krishna Singh,"VLSI Design, MATLAB, PCB Design",1,5.15,Image Processing System,0
Vikram Singh,"Verilog, PCB Design, VLSI Design",1.6,5.16,Signal Analyzer,0
Krishna Kumar,"Signal Processing, VLSI Design, C Programming",1,5.51,Image Processing System,0
Sai Gupta,"IoT, Verilog, PCB Design",1.5,5.86,Signal Analyzer,1
Kiran Yadav,"IoT, PCB Design, C Programming",0.3,5.6,IoT Weather Station,0
Aarav Sharma,"VLSI Design, IoT, C Programming",0.3,7.06,Smart Home Automation,0
Vikram Reddy,"MATLAB, VLSI Design, Verilog",1.4,7.17,Robotics Arm,0
Vikram Yadav,"Signal Processing, C Programming, PCB Design",0.1,6.39,FPGA Based Design,0
Kiran Verma,"Signal Processing, PCB Design, C Programming",1.9,5.29,Wireless Communication Model,0
Rahul Reddy,"Verilog, Signal Processing, C Programming",1.5,5.6,Robotics Arm,0
Kiran Kumar,"MATLAB, Verilog, C Programming",1.2,6.69,IoT Weather Station,0
Rohan Sharma,"Signal Processing, C Programming, IoT",0.1,5.36,Signal Analyzer,0
Kiran Iyer,"IoT, Signal Processing, PCB Design",0.8,6.57,Robotics Arm,0
Aarav Yadav,"Verilog, C Programming, PCB Design",1.8,5.61,IoT Weather Station,0
Vihaan Verma,"C Programming, MATLAB, Signal Processing",0.6,5.15,Image Processing System,0
Kiran Reddy,"PCB Design, MATLAB, Signal Processing",1.1,5.44,Image Processing System,0
Rahul Iyer,"MATLAB, IoT, C Programming",0.5,6.84,AI Based Fault Detection,0
Rahul Patel,"PCB Design, Verilog, Signal Processing",0.5,5.65,IoT Weather Station,0
Vikram Verma,"Verilog, VLSI Design, C Programming",0.4,5.36,Smart Home Automation,0
Vikram Iyer,"VLSI Design, Signal Processing, Verilog",1.5,6.2,Robotics Arm,0
Rahul Patel,"IoT, C Programming, MATLAB",0.9,5.26,Wireless Communication Model,0
Aditya Iyer,"MATLAB, VLSI Design, Verilog",1.8,7.11,IoT Weather Station,1
Vikram Gupta,"MATLAB, PCB Design, Signal Processing",1.8,6.39,Robotics Arm,0
Vihaan Kumar,"MATLAB, VLSI Design, Verilog",1.8,7.33,Image Processing System,0
Rohan Gupta,"MATLAB, C Programming, VLSI Design",2,5.58,FPGA Based Design,0
Rohan Singh,"VLSI Design, PCB Design, Signal Processing",1.6,6.2,FPGA Based Design,0
Kiran Reddy,"IoT, VLSI Design, PCB Design",0.8,6.85,Robotics Arm,0
Arjun Reddy,"MATLAB, C Programming, IoT",1.7,6.55,AI Based Fault Detection,0
Aditya Kumar,"IoT, C Programming, Signal Processing",0.9,5.35,Signal Analyzer,0
Rahul Singh,"C Programming, VLSI Design, Verilog",1.5,7.12,AI Based Fault Detection,0
Aditya Yadav,"VLSI Design, MATLAB, PCB Design",0.3,6.23,Smart Home Automation,0
Vikram Yadav,"Signal Processing, Verilog, VLSI Design",1.5,5.83,Wireless Communication Model,0
Vihaan Verma,"Signal Processing, C Programming, VLSI Design",0.1,6.75,Wireless Communication Model,0
Vikram Patel,"Signal Processing, PCB Design, Verilog",0.3,6.33,FPGA Based Design,0
Aarav Gupta,"Signal Processing, VLSI Design, PCB Design",1.7,5.98,AI Based Fault Detection,0
Aditya Gupta,"VLSI Design, IoT, PCB Design",0.1,6.48,Wireless Communication Model,0
Vikram Kumar,"VLSI Design, MATLAB, PCB Design",1,6.11,Smart Home Automation,0
Rahul Naidu,"VLSI Design, IoT, Verilog",1.5,6.77,Robotics Arm,0
Sai Singh,"C Programming, VLSI Design, IoT",1.3,5.01,AI Based Fault Detection,0
Rahul Singh,"Signal Processing, IoT, PCB Design",1,5.98,Robotics Arm,0
Aditya Reddy,"VLSI Design, Signal Processing, IoT",0.3,6.25,IoT Weather Station,0
Rahul Gupta,"C Programming, MATLAB, Signal Processing",1.7,7.38,Smart Home Automation,0
Krishna Sharma,"MATLAB, PCB Design, VLSI Design",1.7,6.74,IoT Weather Station,0
Rohan Kumar,"VLSI Design, C Programming, MATLAB",0.7,7.2,Robotics Arm,0
Vihaan Patel,"C Programming, VLSI Design, Verilog",1,6.89,AI Based Fault Detection,0
Rohan Singh,"C Programming, Signal Processing, PCB Design",1.3,6.66,Image Processing System,0
Arjun Yadav,"Verilog, Signal Processing, VLSI Design",1.4,5.06,IoT Weather Station,0
Sai Reddy,"C Programming, Signal Processing, IoT",0.3,5.15,Image Processing System,0
Arjun Singh,"MATLAB, IoT, VLSI Design",2,6.31,FPGA Based Design,0
Krishna Naidu,"C Programming, IoT, Signal Processing",1.6,6.2,IoT Weather Station,0
Arjun Reddy,"VLSI Design, IoT, Verilog",1.7,6.63,FPGA Based Design,0
Arjun Yadav,"MATLAB, C Programming, IoT",1,6.53,Signal Analyzer,0
Aarav Sharma,"Signal Processing, C Programming, IoT",1.2,5.87,FPGA Based Design,0
Krishna Verma,"VLSI Design, C Programming, PCB Design",0.2,6.08,Robotics Arm,0
Aditya Sharma,"Signal Processing, IoT, MATLAB",0.8,7.11,Wireless Communication Model,0
Sai Singh,"PCB Design, Verilog, Signal Processing",0.5,5.15,Wireless Communication Model,0
Sai Yadav,"Verilog, PCB Design, IoT",0.4,6.78,Image Processing System,0
Arjun Kumar,"Signal Processing, IoT, C Programming",1.3,6.62,Signal Analyzer,0
Aarav Verma,"C Programming, Signal Processing, VLSI Design",0.5,6.09,Signal Analyzer,0
Aditya Verma,"MATLAB, Verilog, VLSI Design",0.9,5.81,Robotics Arm,0
Vikram Naidu,"Verilog, IoT, PCB Design",1.8,5.21,FPGA Based Design,0
Rahul Kumar,"VLSI Design, C Programming, MATLAB",0.2,6.23,Image Processing System,0
Sai Reddy,"VLSI Design, PCB Design, C Programming",0.6,5.78,Robotics Arm,0
Rahul Verma,"VLSI Design, C Programming, PCB Design",1.6,7.25,Signal Analyzer,1
Krishna Singh,"C Programming, VLSI Design, PCB Design",0.7,7.08,Robotics Arm,0
Aditya Gupta,"PCB Design, C Programming, VLSI Design",0.6,5.63,Wireless Communication Model,0
Rohan Singh,"C Programming, MATLAB, Verilog",1.8,5.83,AI Based Fault Detection,0
Aditya Singh,"C Programming, VLSI Design, PCB Design",1,5.17,IoT Weather Station,0
Krishna Singh,"IoT, PCB Design, MATLAB",1.4,7.39,FPGA Based Design,0
Vihaan Reddy,"MATLAB, C Programming, Signal Processing",1.6,5.07,Wireless Communication Model,0
Kiran Gupta,"MATLAB, Signal Processing, VLSI Design",0.2,6.43,AI Based Fault Detection,0
Aditya Verma,"PCB Design, VLSI Design, Signal Processing",1.8,5.91,Smart Home Automation,0
Vihaan Gupta,"VLSI Design, IoT, Signal Processing",1.7,7.22,AI Based Fault Detection,0
Sai Singh,"VLSI Design, Signal Processing, IoT",1,6.21,Robotics Arm,0
Vihaan Iyer,"PCB Design, C Programming, Verilog",1.2,5.87,FPGA Based Design,0
Krishna Patel,"PCB Design, MATLAB, Verilog",0.6,5.56,FPGA Based Design,0
Kiran Iyer,"PCB Design, Signal Processing, C Programming",1.7,5.59,Smart Home Automation,0
Vikram Gupta,"IoT, VLSI Design, Signal Processing",1,5.79,Smart Home Automation,0
Vikram Naidu,"VLSI Design, Signal Processing, Verilog",1.4,6.76,Robotics Arm,0
Sai Gupta,"VLSI Design, Verilog, Signal Processing",0.1,6.62,AI Based Fault Detection,0
Arjun Kumar,"Signal Processing, C Programming, PCB Design",1.4,5.35,Image Processing System,0
Rahul Reddy,"PCB Design, VLSI Design, Verilog",1.7,6.05,Smart Home Automation,0
Rohan Patel,"Signal Processing, PCB Design, VLSI Design",1.9,6.19,IoT Weather Station,0
Vikram Verma,"VLSI Design, MATLAB, PCB Design",0.8,7.2,Image Processing System,0
Rohan Naidu,"VLSI Design, PCB Design, IoT",1.8,5.79,Smart Home Automation,0
Krishna Sharma,"PCB Design, VLSI Design, MATLAB",2,5.51,AI Based Fault Detection,0
Aditya Gupta,"C Programming, MATLAB, Signal Processing",1.4,6.65,Wireless Communication Model,0
Sai Naidu,"IoT, VLSI Design, PCB Design",1.8,6.3,Robotics Arm,0
Vihaan Sharma,"VLSI Design, PCB Design, IoT",1.3,6.2,IoT Weather Station,0
Aarav Singh,"Signal Processing, Verilog, PCB Design",1.9,5.26,AI Based Fault Detection,0
Kiran Reddy,"Signal Processing, C Programming, Verilog",1,5.65,Image Processing System,0
Kiran Yadav,"PCB Design, Verilog, Signal Processing",0.3,5.79,Signal Analyzer,0
Aarav Gupta,"MATLAB, PCB Design, VLSI Design",0.8,6.29,IoT Weather Station,0
Arjun Sharma,"PCB Design, VLSI Design, C Programming",0.7,5.55,Smart Home Automation,0
Kiran Gupta,"VLSI Design, Signal Processing, C Programming",1.5,6.09,Robotics Arm,0
Kiran Sharma,"MATLAB, Verilog, PCB Design",0.6,6.26,Image Processing System,0
Rahul Naidu,"C Programming, VLSI Design, PCB Design",1.5,5.39,Smart Home Automation,0
Rahul Yadav,"Verilog, PCB Design, Signal Processing",1.3,6.65,AI Based Fault Detection,0
Kiran Gupta,"MATLAB, Signal Processing, C Programming",1.8,6.13,Wireless Communication Model,1
Kiran Gupta,"C Programming, PCB Design, Verilog",0.1,5.93,Robotics Arm,0
Rahul Naidu,"PCB Design, VLSI Design, Signal Processing",1.9,5.95,Signal Analyzer,0
Arjun Reddy,"Verilog, VLSI Design, Signal Processing",0.5,7.11,FPGA Based Design,0
Aarav Patel,"PCB Design, MATLAB, C Programming",0.5,6.49,Signal Analyzer,0
Vihaan Naidu,"C Programming, VLSI Design, MATLAB",0.4,5.2,Smart Home Automation,0
Rohan Verma,"Signal Processing, MATLAB, C Programming",1.9,5.43,IoT Weather Station,0
Rahul Kumar,"MATLAB, Signal Processing, PCB Design",0.2,6.01,Signal Analyzer,0
Rohan Iyer,"Signal Processing, C Programming, Verilog",0.6,5.99,Smart Home Automation,0
Vihaan Patel,"Verilog, PCB Design, MATLAB",0.6,7.1,Smart Home Automation,0
Sai Verma,"IoT, PCB Design, Verilog",1.4,6.77,Signal Analyzer,0
Aditya Sharma,"Verilog, IoT, Signal Processing",0.7,6.36,Signal Analyzer,0
Aditya Gupta,"IoT, PCB Design, VLSI Design",1.5,6.67,Signal Analyzer,0
Rahul Kumar,"Signal Processing, MATLAB, VLSI Design",1.2,5.84,AI Based Fault Detection,0
Kiran Patel,"Signal Processing, C Programming, MATLAB",1.8,7.2,Robotics Arm,0
Rohan Gupta,"Signal Processing, C Programming, MATLAB",0.5,6.69,Smart Home Automation,0
Krishna Patel,"C Programming, PCB Design, IoT",0.9,6.63,Smart Home Automation,0
Krishna Patel,"IoT, Signal Processing, PCB Design",0.6,5,Robotics Arm,0
Krishna Verma,"Signal Processing, VLSI Design, Verilog",0.8,5.61,AI Based Fault Detection,0
Kiran Yadav,"Verilog, VLSI Design, C Programming",0.6,6.29,IoT Weather Station,0
Rahul Yadav,"Signal Processing, PCB Design, VLSI Design",1.9,6.42,IoT Weather Station,0
Sai Yadav,"IoT, PCB Design, Verilog",1.7,5.63,Robotics Arm,0
Arjun Sharma,"C Programming, IoT, VLSI Design",0.3,6.83,IoT Weather Station,0
Arjun Patel,"MATLAB, PCB Design, Verilog",0,6.07,Signal Analyzer,0
Aarav Reddy,"C Programming, MATLAB, IoT",1.5,5.54,IoT Weather Station,0
Vihaan Patel,"IoT, VLSI Design, Signal Processing",0.6,7.3,AI Based Fault Detection,0
Vihaan Reddy,"VLSI Design, C Programming, PCB Design",0.8,6.28,FPGA Based Design,0
Rahul Reddy,"IoT, VLSI Design, PCB Design",1,5.49,IoT Weather Station,0
Vikram Iyer,"C Programming, PCB Design, Verilog",0.4,5.3,FPGA Based Design,0
Rahul Singh,"IoT, VLSI Design, Verilog",2,5.24,Signal Analyzer,0
Aarav Singh,"VLSI Design, PCB Design, MATLAB",0.6,6.85,AI Based Fault Detection,0
Vikram Naidu,"VLSI Design, MATLAB, PCB Design",1.5,6.73,Image Processing System,0
Aditya Yadav,"VLSI Design, MATLAB, Signal Processing",1.2,7.02,Signal Analyzer,0
Vikram Iyer,"IoT, Signal Processing, Verilog",1.8,6.32,FPGA Based Design,0
Aarav Verma,"PCB Design, Signal Processing, MATLAB",1.2,5.54,IoT Weather Station,0
Vihaan Kumar,"C Programming, Signal Processing, PCB Design",1.1,6.91,Smart Home Automation,0
Kiran Singh,"VLSI Design, Verilog, IoT",1.1,5.26,Signal Analyzer,0
Sai Gupta,"C Programming, Verilog, PCB Design",1.8,5.55,Image Processing System,0
Rohan Reddy,"VLSI Design, MATLAB, PCB Design",1.3,5.06,FPGA Based Design,0
Rahul Sharma,"C Programming, PCB Design, VLSI Design",0.3,5.48,AI Based Fault Detection,0
Aarav Naidu,"C Programming, Verilog, MATLAB",1.4,5.11,Wireless Communication Model,0
Arjun Sharma,"Signal Processing, IoT, PCB Design",0.1,5.74,Image Processing System,0
Sai Naidu,"MATLAB, C Programming, VLSI Design",0.5,6.99,FPGA Based Design,0
Vihaan Singh,"Verilog, C Programming, IoT",0.8,7.2,AI Based Fault Detection,0
Vikram Sharma,"MATLAB, IoT, VLSI Design",0.9,6.68,Robotics Arm,0
Kiran Gupta,"MATLAB, Verilog, VLSI Design",1.5,7.23,Smart Home Automation,0
Rohan Singh,"MATLAB, VLSI Design, Signal Processing",1.9,6.61,Wireless Communication Model,0
Krishna Iyer,"PCB Design, VLSI Design, MATLAB",1.6,7.02,Image Processing System,0
Arjun Sharma,"IoT, VLSI Design, C Programming",1.7,6.29,AI Based Fault Detection,0
Sai Naidu,"MATLAB, C Programming, PCB Design",1,6.61,Smart Home Automation,0
Rahul Kumar,"IoT, C Programming, Verilog",1.4,6.82,IoT Weather Station,0
Vihaan Iyer,"Verilog, VLSI Design, MATLAB",0.1,5.26,FPGA Based Design,0
Aditya Naidu,"Signal Processing, PCB Design, Verilog",0.1,5.4,Wireless Communication Model,0
Aditya Patel,"C Programming, MATLAB, PCB Design",0.8,7.27,Smart Home Automation,0
Rohan Singh,"VLSI Design, MATLAB, C Programming",1.3,5.48,Wireless Communication Model,0
Rohan Kumar,"MATLAB, C Programming, Verilog",1.3,5.4,AI Based Fault Detection,0
Aarav Gupta,"Verilog, VLSI Design, C Programming",0.4,5.38,Smart Home Automation,0
Rohan Singh,"MATLAB, C Programming, PCB Design",0.8,5.22,Signal Analyzer,0
Arjun Naidu,"PCB Design, MATLAB, VLSI Design",1,6.23,Robotics Arm,0
Aarav Patel,"C Programming, Signal Processing, PCB Design",1.5,6.42,Image Processing System,0
Rahul Gupta,"Verilog, Signal Processing, VLSI Design",0.3,6.1,Wireless Communication Model,0
Aarav Yadav,"IoT, MATLAB, Verilog",1.4,6.27,FPGA Based Design,0
Vikram Reddy,"VLSI Design, Verilog, MATLAB",1.3,7.24,AI Based Fault Detection,0
Vihaan Yadav,"IoT, MATLAB, Verilog",1.7,5.41,Image Processing System,0
Vikram Verma,"MATLAB, C Programming, PCB Design",1.5,6.93,Signal Analyzer,0
Kiran Naidu,"IoT, Verilog, VLSI Design",0.2,5.61,Smart Home Automation,0
Rahul Verma,"Verilog, C Programming, IoT",0.1,5.09,Signal Analyzer,0
Vikram Reddy,"PCB Design, Verilog, C Programming",0.3,6.56,Smart Home Automation,0
Arjun Gupta,"Verilog, IoT, C Programming",0.6,7.23,AI Based Fault Detection,0
Aarav Reddy,"VLSI Design, IoT, Signal Processing",0.1,5.84,IoT Weather Station,0
Arjun Singh,"MATLAB, Verilog, PCB Design",0.1,7.24,Signal Analyzer,0
Rahul Sharma,"MATLAB, PCB Design, VLSI Design",1,6.07,AI Based Fault Detection,0
Aarav Kumar,"C Programming, Verilog, Signal Processing",1.1,5.09,IoT Weather Station,0
Vikram Verma,"C Programming, Signal Processing, PCB Design",1.1,6.2,AI Based Fault Detection,0
Rohan Kumar,"IoT, C Programming, MATLAB",0.8,6.08,Robotics Arm,0
Sai Kumar,"MATLAB, VLSI Design, Signal Processing",1.3,6.11,IoT Weather Station,0
Rohan Singh,"IoT, MATLAB, VLSI Design",0.5,5.48,Image Processing System,0
Arjun Iyer,"MATLAB, IoT, C Programming",1.9,5.02,Image Processing System,0
Aditya Kumar,"Signal Processing, C Programming, MATLAB",1.4,6.24,IoT Weather Station,0
Aditya Iyer,"VLSI Design, C Programming, MATLAB",1.1,5.75,Robotics Arm,0
Aditya Reddy,"Verilog, VLSI Design, PCB Design",1.5,6.1,Signal Analyzer,0
Arjun Reddy,"Verilog, IoT, C Programming",0.9,6.09,IoT Weather Station,0
Arjun Sharma,"VLSI Design, Verilog, IoT",1.9,5.14,Image Processing System,0
Krishna Verma,"C Programming, VLSI Design, IoT",1.2,7.27,IoT Weather Station,0
Vikram Reddy,"VLSI Design, PCB Design, Verilog",0.2,7,Robotics Arm,0
Aditya Naidu,"Signal Processing, C Programming, PCB Design",0.1,5.45,IoT Weather Station,0
Sai Sharma,"PCB Design, VLSI Design, C Programming",1.3,6.28,FPGA Based Design,0
Vihaan Gupta,"VLSI Design, IoT, MATLAB",1.7,6.36,Image Processing System,0
